Project,Version,S-WordCount,S-LineCount,S-Density,S-ParaCount,S-FunCalls,S-VarCount,S-RepWords,S-ComPer,S-MaxDepth,S-BlockCount,S-CycCom,D-AvgD,D-AvgInD,D-AvgOutD,D-FaultyD,D-FaultyInD,D-FaultyOutD,D-DiDiameter,D-UndiDiameter,D-Avg-Closeness,D-AvgInCloseness,D-AvgOutCloseness,D-FaultyCloseness,D-WeiEdgeSum,D-#AboveAvgD,D-#AboveAvgInD,D-#AboveAvgOutD,D-#DiCircles,D-#WeakGroups,T-#T,T-#PT,T-#FT,T-%PT,T-%FT,T-#E,T-#VE,T-#NVE,T-#V,T-Spa,T-Cov,T-CovPT,T-CovFT,T-AvgVE,T-AvgVEPT,T-AvgVEFT,T-#VEP^FT,T-%VEP^FT,B-RepairActions,B-RepairPatterns,B-RepairTools,B-Files,B-Methods,B-Classes,B-LinesAdd,B-LinesRem,B-LinesMod,B-SizeInLines,B-Chunks,B-SpreadAllLines,B-SpreadCodeOnly,L-Rank,L-10,L-5-10,L-5,L-1,L-Inverse,L-3,L-4
Closure,26,32.4591632293726,9.30341580850208,3.6374985078615,1.36373327058598,4.10714380150395,1.1298569142916,4.23799220533521,0.222566368107428,1.64403595909724,2.39564787889703,3.73103331781267,3.6457,1.8228,1.8228,5.5,0.5,5,34,18,0.0952,0.0008,0.0008,0.0554,1.8228,407,414,446,63,5,6482,6475,7,0.9989,0.0011,5264,4308,956,4813874,0.1411,0.8184,0.8184,0.3533,742.6526,742.4417,937.7143,1860,0.4318,5,1,2,1,1,1,5,0,0,5,3,100,71,1,1,1,1,1,1,1,1
Closure,27,32.4846609826961,9.31393528275415,3.63535086168959,1.36330675236554,4.11220305252823,1.13116136434964,4.24197545530504,0.222294497897417,1.644781029603,2.3973260442525,3.73513006280653,3.1818,1.5909,1.5909,4.5,1.5,3,4,6,0.37,0.0555,0.0608,0.4158,1.5909,9,8,8,0,1,6850,6846,4,0.9994,0.0006,327,272,55,623566,0.2784,0.8318,0.8196,0.052,91.0315,91.079,9.75,13,0.0478,6,2,0,1,3,1,3,0,3,6,3,120,99,1,1,1,1,1,1,1,1
Closure,29,32.4707490458851,9.31156907589926,3.63540076603775,1.36322853521607,4.11098785177652,1.13090228624566,4.24164988702111,0.222178417682474,1.64481640147431,2.39691876048758,3.73497517278622,3.9677,1.9839,1.9839,16,1,15,36,19,0.0974,0.0007,0.0008,0.115,1.9839,522,516,551,103,5,292,287,5,0.9829,0.0171,5644,3834,1810,346934,0.2105,0.6793,0.677,0.3783,1188.1301,1191.0488,1020.6,2122,0.5535,6,2,2,1,1,1,10,0,0,10,3,59,28,22,2,3,2,2,0.045454545454546,2,2
Closure,30,32.376194666887,9.28529632510224,3.63280805600421,1.36177877190785,4.09036972174807,1.12465646127681,4.23489564759748,0.22215221291774,1.64262358074096,2.39045075324624,3.72351218271012,3.7858,1.8929,1.8929,4.8,1,3.8,35,17,0.0956,0.0008,0.0011,0.1024,1.8929,445,432,460,118,5,338,335,3,0.9911,0.0089,4150,2651,1499,314209,0.224,0.6388,0.6359,0.2123,929.6124,930.4239,839,869,0.3278,9,5,2,2,3,3,8,0,2,10,6,358,237,21,2,3,2,2,0.047619047619048,2,2
Closure,31,32.3679768729883,9.2832656476693,3.63367111748845,1.36208684338043,4.08950506781502,1.12464413841791,4.23453828468929,0.222038723366516,1.64287003791902,2.39010571319695,3.72234012570414,3.2158,1.6079,1.6079,12,1,11,31,18,0.1019,0.0011,0.0013,0.13,1.6079,238,251,287,36,4,6430,6429,1,0.9998,0.0002,3996,3139,857,4224624,0.1644,0.7855,0.7855,0.1722,657.0177,657.0129,688,688,0.2192,1,2,4,1,1,1,0,1,0,1,1,0,0,143,2,3,2,2,0.006993006993007,2,2
Closure,32,32.3658156331191,9.28281064980209,3.63366171938239,1.36208684338043,4.08941975571492,1.12453038895111,4.23450984732258,0.222040430705063,1.64284160055233,2.39002040109685,3.72205575203713,3.4021,1.7011,1.7011,9,1,8,31,18,0.1034,0.001,0.0011,0.1165,1.7011,305,311,340,38,4,5076,5072,4,0.9992,0.0008,4164,3235,929,3754281,0.1776,0.7769,0.7769,0.2296,739.6141,739.872,412.5,956,0.2955,8,2,0,1,1,1,15,3,0,18,6,56,38,4,1,1,1,2,0.25,2,1
Closure,33,32.365594292725,9.28276894768505,3.633716896934,1.3621033302135,4.08970408892226,1.12448243340703,4.23431698716315,0.222056163468058,1.64290982205514,2.39000590786575,3.72212450818556,4.4395,2.2197,2.2197,10,2,8,34,19,0.1448,0.0007,0.001,0.1568,2.2197,426,273,341,207,2,7213,7212,1,0.9999,0.0001,3931,3235,696,4552531,0.1606,0.8229,0.8229,0.278,631.1564,631.0923,1093,1093,0.3379,3,1,4,1,1,1,3,0,0,3,1,0,0,29,2,3,2,2,0.03448275862069,2,2
Closure,34,32.3633958682237,9.28284565656229,3.63372082211866,1.36219258485526,4.08926673678687,1.1244582862995,4.23424988317974,0.222052196356695,1.64299047449217,2.3900472663119,3.72193757879954,2.2979,1.1489,1.1489,4.3333,0.6667,3.6667,8,10,0.1369,0.0234,0.0266,0.0645,1.1489,11,7,9,1,3,4008,4007,1,0.9998,0.0002,773,650,123,807599,0.2607,0.8409,0.8409,0.0336,201.4968,201.5406,26,26,0.04,5,3,0,2,3,2,0,2,3,5,3,629,505,9,1,2,2,2,0.111111111111111,2,2
Closure,35,32.372678112129,9.29811872075707,3.63736322039274,1.36291274221966,4.08008626876029,1.12213261674005,4.24289305749655,0.22206411411836,1.64376519629593,2.38874690918859,3.73318057827601,4.3765,2.1882,2.1882,5,1,4,35,19,0.1443,0.0007,0.0011,0.1643,2.1882,413,267,326,186,2,2819,2818,1,0.9996,0.0004,3937,2948,989,2675834,0.2411,0.7488,0.7488,0.2677,949.2139,949.1767,1054,1054,0.3575,7,2,1,1,1,1,0,13,2,15,1,0,0,69,2,3,2,2,0.014492753623188,2,2
Closure,36,32.3730727836038,9.29803733745871,3.63753315399156,1.36285739228476,4.07995340504345,1.12208782298462,4.24288471946542,0.222049923696461,1.64365679831496,2.3886463767241,3.73317646685732,3.3512,1.6756,1.6756,0,0,0,30,18,0.1016,0.0009,0.0011,0.0009,1.6756,300,301,345,39,4,385,384,1,0.9974,0.0026,5475,3697,1778,387769,0.184,0.6753,0.6718,0.3803,1007.1922,1004.3932,2082,2063,0.558,3,2,2,1,1,1,3,0,0,3,1,0,0,107,2,3,2,2,0.009345794392523,2,2
Closure,37,32.3634068708536,9.29654265879926,3.63806778932374,1.36494804197747,4.07760076015638,1.12300615673603,4.24308896900008,0.22202001653672,1.64334291227132,2.3883381195351,3.73104842379377,2.5364,1.2682,1.2682,0,0,0,14,19,0.1033,0.0048,0.0057,0.0045,1.2682,82,45,68,5,4,6536,6535,1,0.9998,0.0002,4061,3223,838,4438111,0.1672,0.7936,0.7936,0.1064,679.0256,679.0634,432,432,0.134,5,2,0,2,2,2,4,0,1,5,3,3,0,114,2,3,2,2,0.008771929824561,2,2
Closure,38,32.4415821390484,9.31801210880679,3.63709321067509,1.36636204593943,4.08483165664749,1.12477934497223,4.25022816508781,0.222074078109781,1.64378174749853,2.39116109330328,3.74225336462855,2.9004,1.4502,1.4502,4,1,3,33,17,0.1375,0.0021,0.0026,0.147,1.4502,206,103,155,17,1,4000,3999,1,0.9998,0.0003,2919,2194,725,1952202,0.1672,0.7516,0.7516,0.0877,488.0505,488.1085,256,256,0.1167,1,2,1,1,1,1,0,0,1,1,1,0,0,10,1,2,2,2,0.1,2,2
Closure,39,32.3907186086316,9.30827462421937,3.63587186924987,1.36620163472868,4.08153690073462,1.1238336999569,4.24858547902192,0.222103600068032,1.64364632658156,2.38976882274343,3.73730379497176,2.4828,1.2414,1.2414,10,3,7,8,11,0.2085,0.0193,0.0244,0.278,1.2414,24,14,15,3,1,7086,7084,2,0.9997,0.0003,964,862,102,1794786,0.2627,0.8942,0.8942,0.1867,253.2862,253.3073,178.5,180,0.2088,5,3,0,1,1,1,0,0,3,3,3,12,9,5,1,1,1,2,0.2,2,2
Closure,40,32.38518980535,9.30802196385437,3.63337188588979,1.36651374459136,4.0796642415586,1.12320948023155,4.24764914943391,0.222103575174863,1.64364632658156,2.38979854749226,3.73549058529339,3.7635,1.8818,1.8818,11,1,10,33,18,0.1195,0.0008,0.0009,0.1506,1.8818,421,408,458,77,3,523,521,2,0.9962,0.0038,4267,2743,1524,476613,0.2136,0.6428,0.64,0.2826,911.3059,911.1113,962,1194,0.4353,2,2,5,1,1,1,0,2,1,3,2,2,2,51,2,3,2,2,0.019607843137255,2,2
Closure,41,32.3775941821521,9.30734368620642,3.63097623421502,1.36341698060985,4.07561739960862,1.1240499206947,4.24546859550223,0.222105191578395,1.64399396965712,2.39021928346672,3.73978464902579,4.2435,2.1218,2.1218,17.5,1,16.5,34,19,0.143,0.0008,0.0012,0.1795,2.1218,367,239,308,148,2,6354,6351,3,0.9995,0.0005,3861,3068,793,4318795,0.176,0.7946,0.7946,0.2608,679.697,679.5446,1002.3333,1007,0.3282,4,2,0,1,2,1,9,0,0,9,2,191,138,173,2,3,2,2,0.005780346820809,2,2
Closure,42,32.3759515595044,9.30685587005069,3.63110145861264,1.36341698060985,4.07550180336318,1.1240499206947,4.24542235700405,0.22210450684848,1.64397085040803,2.39007132027257,3.73967830048,3.3646,1.6823,1.6823,0,0,0,25,20,0.1376,0.0027,0.0034,0.0026,1.6823,91,103,117,22,2,6253,6252,1,0.9998,0.0002,1066,890,176,1901850,0.2853,0.8349,0.8349,0.2233,304.15,304.1606,238,238,0.2674,3,1,0,1,1,1,7,0,0,7,2,2,0,1,1,1,1,1,1,1,1
Closure,43,32.3736544462237,9.30624165847431,3.63127724557544,1.36330563201866,4.0750888956056,1.12396922575074,4.24535252570074,0.222097071856078,1.64386559678122,2.38985420393165,3.73912658382925,4.4081,2.2041,2.2041,13.5,1.5,12,33,19,0.145,0.0007,0.0011,0.1785,2.2041,404,261,330,172,2,6213,6211,2,0.9997,0.0003,3862,3039,823,4194364,0.1748,0.7869,0.7869,0.2747,675.0948,674.9755,1045.5,1061,0.3491,6,4,0,1,2,1,17,0,0,17,4,161,108,243,2,3,2,2,0.004115226337449,2,2
Closure,44,33.3370049431104,9.51897136609415,3.67004376516906,1.30173019120406,4.22388687125577,1.22176158431327,4.28372102420485,0.194700336261732,1.6530693228563,2.44698779664478,3.71845729268182,2.9866,1.4933,1.4933,6,2,4,33,17,0.1402,0.002,0.0025,0.1336,1.4933,222,117,163,19,1,3824,3823,1,0.9997,0.0003,2772,2122,650,1824025,0.1721,0.7655,0.7655,0.0963,476.994,477.0489,267,267,0.1258,2,1,0,1,1,1,2,0,0,2,2,5,0,44,2,3,2,2,0.022727272727273,2,2
Closure,45,33.2286715190623,9.45857255652471,3.67240073634093,1.30354994528075,4.22229586392459,1.22298998721113,4.27799450202276,0.194408077231888,1.65573815264705,2.44446451702176,3.70169351734924,3.7208,1.8604,1.8604,10.5,1,9.5,36,19,0.1546,0.0009,0.0014,0.1985,1.8604,334,337,376,55,1,178,177,1,0.9944,0.0056,3512,2074,1438,141485,0.2263,0.5905,0.5866,0.1962,794.8596,795.4576,689,675,0.3255,8,3,3,1,2,2,4,0,2,6,4,171,107,18,2,3,2,2,0.055555555555556,2,2
Closure,46,33.3185598769244,9.45345279517736,3.68227136358854,1.30653718120239,4.19992860089054,1.22311650117418,4.29137019500067,0.19392927093177,1.65382771069419,2.43931341129811,3.69526931054671,3.1971,1.5985,1.5985,12,3,9,13,20,0.1867,0.0082,0.0108,0.2552,1.5985,40,42,45,4,1,3218,3214,4,0.9988,0.0012,1042,889,153,942799,0.2812,0.8532,0.8532,0.2438,292.9767,293.0663,221,254,0.2857,9,1,2,1,1,1,0,16,0,16,1,0,0,1,1,1,1,1,1,1,1
Closure,47,33.4038600503774,9.45712818603559,3.68588733365736,1.30382849389549,4.19408830469385,1.22542164975121,4.29325630461389,0.194587670181282,1.65366352696893,2.43913631007814,3.72693360172291,2.8579,1.4289,1.4289,5.5,0.5,5,17,23,0.0835,0.0028,0.0033,0.0471,1.4289,165,101,114,11,6,6212,6196,16,0.9974,0.0026,3851,3106,745,4059113,0.1697,0.8065,0.7964,0.2625,653.4309,653.1094,777.9375,972,0.3129,5,1,0,2,2,2,5,0,3,8,3,3,2,7,1,2,2,2,0.142857142857143,2,2
Closure,48,33.3909429986085,9.45601414625095,3.68592700455507,1.303028279426,4.18689484679731,1.2252041358042,4.29330362312784,0.19458723269411,1.65246852829285,2.43739070285863,3.72709931970721,4.1917,2.0959,2.0959,24,2,22,31,19,0.1436,0.0008,0.0011,0.1869,2.0959,342,229,292,156,2,6186,6185,1,0.9998,0.0002,3607,2928,679,4093545,0.1835,0.8118,0.8118,0.27,661.7435,661.693,974,974,0.3327,6,2,1,1,1,1,3,0,4,7,2,1,0,127,2,3,2,2,0.007874015748032,2,2
Closure,49,33.368404976613,9.33890797917793,3.69606877515084,1.30572331544716,4.14303405021875,1.22657579301616,4.24748019970046,0.193773447052981,1.64859939655554,2.42727877272933,3.77069548206558,4.4066,2.2033,2.2033,10.6667,1,9.6667,34,18,0.1446,0.0007,0.001,0.1832,2.2033,447,272,368,146,2,1842,1776,66,0.9642,0.0358,3773,2428,1345,1203138,0.1731,0.6435,0.6414,0.2878,653.1694,647.5974,803.1061,1078,0.444,10,2,2,1,3,1,14,8,0,22,8,81,53,154,2,3,2,2,0.006493506493506,2,2
Closure,50,33.3409267516783,9.33494458737826,3.69525611972028,1.30423611500884,4.13692203507425,1.22501204378199,4.24593586904023,0.193929060393572,1.6480987823954,2.42612045923298,3.77140365042666,3.3441,1.672,1.672,20,1,19,37,18,0.1501,0.0012,0.0018,0.212,1.672,235,255,287,41,1,102,100,2,0.9804,0.0196,3369,1865,1504,83065,0.2417,0.5536,0.5494,0.1644,814.3627,819.72,546.5,540,0.2895,3,3,2,1,1,1,5,0,1,6,3,13,9,19,2,3,2,2,0.052631578947368,2,2
Closure,51,33.3839215475791,9.3473174918907,3.69493835899147,1.30309303517816,4.1421939264194,1.22727637766628,4.2502242128812,0.194231983445847,1.6486841722812,2.42795022919991,3.77639700638207,2.8421,1.4211,1.4211,3,1,2,31,18,0.1332,0.0021,0.0027,0.1363,1.4211,196,96,148,16,1,3816,3815,1,0.9997,0.0003,2693,1988,705,1740641,0.1694,0.7382,0.7382,0.091,456.1428,456.1982,245,245,0.1232,2,2,1,1,1,1,0,0,1,1,1,0,0,9,1,2,2,2,0.111111111111111,2,2
Closure,52,33.3844313204874,9.34702745309687,3.69494431187166,1.30285681996731,4.14315491106809,1.22741827499494,4.25037114323206,0.194189422599352,1.64866851256739,2.42845893267531,3.77534186513868,2.943,1.4715,1.4715,1,1,0,33,18,0.1327,0.002,0.0025,0.1179,1.4715,215,111,160,19,1,3796,3795,1,0.9997,0.0003,2690,1988,702,1736633,0.1701,0.739,0.739,0.0963,457.4903,457.5426,259,259,0.1303,2,2,0,1,1,1,0,0,1,1,1,0,0,2,1,1,1,2,0.5,1,1
Closure,53,33.3627862833641,9.34462012361746,3.70048227097689,1.30463684707564,4.13984725287851,1.22947839446442,4.24342320519825,0.19464243281481,1.64960920398656,2.42913932749869,3.77625527247669,3.5886,1.7943,1.7943,13,1,12,35,19,0.1338,0.001,0.0015,0.1856,1.7943,303,302,352,36,2,117,116,1,0.9915,0.0085,3412,1909,1503,98844,0.2476,0.5595,0.5577,0.1899,844.8205,846.5172,648,642,0.3363,4,1,0,1,1,1,4,0,0,4,2,19,13,2,1,1,1,2,0.5,1,1
Closure,54,33.2873073998912,9.32929271922916,3.70285438851131,1.30354027633624,4.13228936066966,1.22642834518042,4.23430979760038,0.193906195677926,1.64809123204155,2.42879888708496,3.75578396756317,4.4333,2.2167,2.2167,15,2.3333,12.6667,33,17,0.1283,0.0006,0.0007,0.1497,2.2167,488,311,396,709,3,6956,6953,3,0.9996,0.0004,3889,3152,737,4340392,0.1604,0.8105,0.8105,0.2993,623.9781,623.8222,985.3333,1164,0.3693,9,5,0,2,3,2,10,1,2,13,5,31,18,107,2,3,2,2,0.009345794392523,2,2
Closure,55,33.2400441640211,9.31923220048589,3.70080868959544,1.30321154807295,4.12793879124886,1.22459228424585,4.22839539869423,0.193664850656674,1.64721835001355,2.42763319516402,3.75123371652056,3.496,1.748,1.748,2,1,1,37,17,0.1511,0.001,0.0015,0.16,1.748,298,300,339,78,1,97,96,1,0.9897,0.0103,3624,1961,1663,89016,0.2532,0.5411,0.5375,0.1672,917.6907,920.9375,606,593,0.3024,2,2,3,1,1,1,1,0,1,2,1,0,0,17,2,3,2,2,0.058823529411765,2,2
Closure,56,33.2309108372607,9.31817283799049,3.70050489121827,1.30305979637812,4.12528741569945,1.22446773365066,4.22883527050775,0.193652606891486,1.64722579773584,2.4271717059194,3.74963926742796,2.7749,1.3875,1.3875,2,1,1,38,18,0.1201,0.0024,0.0031,0.1274,1.3875,178,92,137,10,2,6077,6074,3,0.9995,0.0005,2498,1908,590,2390539,0.1575,0.7638,0.7638,0.0737,393.3749,393.4913,157.6667,184,0.0964,3,1,0,1,1,1,4,0,0,4,2,1,1,5,1,1,1,2,0.2,2,2
Closure,57,33.2147980866467,9.31364477368641,3.70100748612998,1.30322330334547,4.11663170230112,1.22381594767096,4.22740103915682,0.19359147061203,1.64708101624134,2.42613688921334,3.74698504487284,3.0282,1.5141,1.5141,7,1,6,34,17,0.1413,0.0023,0.003,0.1684,1.5141,105,109,162,16,1,6051,6050,1,0.9998,0.0002,2524,1905,619,2634009,0.1725,0.7548,0.7548,0.0856,435.3014,435.3377,216,216,0.1134,2,2,0,1,1,1,0,0,1,1,1,0,0,2,1,1,1,2,0.5,1,1
Closure,58,33.2085386980859,9.31261069842773,3.69876821839657,1.30263572219187,4.11600766254447,1.22371050082348,4.22751965106374,0.19405281917794,1.64694624487926,2.42564747674459,3.74701671201794,3.4406,1.7203,1.7203,7,1,6,33,19,0.1227,0.0012,0.0016,0.1494,1.7203,232,245,278,40,2,177,176,1,0.9944,0.0056,3120,1750,1370,120365,0.218,0.5609,0.5609,0.1561,680.0282,681.125,487,487,0.2783,2,1,0,1,1,1,4,0,0,4,2,2,2,22,2,3,2,2,0.045454545454546,2,2
Closure,59,33.931825491857,9.61212771660579,3.70132005792665,1.30435862708826,4.11559467872239,1.22680135164148,4.36670421513615,0.195561632700603,1.64903591134152,2.43030762273404,3.89677523421248,2.6538,1.3269,1.3269,15,1,14,19,21,0.1053,0.0028,0.0039,0.1364,1.3269,124,70,99,9,4,6033,6032,1,0.9998,0.0002,4974,3997,977,4126014,0.1375,0.8036,0.8036,0.3872,683.9075,683.7016,1926,1926,0.4819,2,2,1,1,1,1,1,0,1,2,1,0,0,624,2,3,2,2,0.001602564102564,2,2
Closure,60,34.0038584561298,9.63478327860868,3.70315366469425,1.30682244764758,4.12012637889316,1.22825106193023,4.37615912924255,0.196275052949953,1.65023094795529,2.4329693870188,3.90743673399365,3.2626,1.6313,1.6313,4,1.5,2.5,32,18,0.0921,0.0011,0.0012,0.0497,1.6313,245,248,304,35,5,5985,5983,2,0.9997,0.0003,5198,4239,959,3986510,0.1281,0.8155,0.8151,0.3346,666.0835,665.9818,970.5,1737,0.4098,4,2,2,1,2,1,5,0,0,5,3,29,17,28,2,3,2,2,0.035714285714286,2,2
Closure,61,34.0149769788776,9.63429072111718,3.70447974330036,1.30883948779221,4.118352569473,1.22828017768597,4.37620469109945,0.196236076209996,1.65003284617298,2.43262204067367,3.90594102239902,3.3522,1.6761,1.6761,11,2,9,36,19,0.1473,0.0013,0.0019,0.1913,1.6761,228,246,276,59,1,5979,5976,3,0.9995,0.0005,3199,2441,758,3341137,0.1747,0.7631,0.7627,0.1575,558.812,558.8435,496,503,0.2061,5,2,2,1,1,1,6,0,0,6,1,0,0,18,2,3,2,2,0.055555555555556,2,2
Closure,62,34.0151183332075,9.63434050819796,3.70445263631175,1.30883948779221,4.11837109478275,1.22829006448215,4.37621297651316,0.196236135336691,1.65003284617299,2.43264181426604,3.90594770643025,2.1905,1.0952,1.0952,5,1,4,5,8,0.2153,0.058,0.0735,0.2703,1.0952,9,4,7,1,2,5998,5996,2,0.9997,0.0003,54,42,12,47764,0.1475,0.7778,0.7778,0.2407,7.9633,7.9616,13,13,0.3095,1,2,4,1,1,1,0,0,1,1,1,0,0,2,1,1,1,2,0.5,1,1
Closure,63,34.0134870118372,9.63379673440787,3.70446773764399,1.30883948779221,4.11837109478274,1.22829006448215,4.37566920272306,0.196239391106131,1.65003284617299,2.43264181426604,3.90594770643024,2.1905,1.0952,1.0952,5,1,4,5,8,0.2153,0.058,0.0735,0.2703,1.0952,9,4,7,1,2,5998,5996,2,0.9997,0.0003,54,42,12,47764,0.1475,0.7778,0.7778,0.2407,7.9633,7.9616,13,13,0.3095,1,2,3,1,1,1,0,0,1,1,1,0,0,2,1,1,1,2,0.5,1,1
Closure,64,34.2088292495367,9.50660589521023,3.85894854936635,1.4067395397195,4.49804454561981,1.15886320496072,4.41094976653496,0.204622800680905,1.67882215058714,2.41442110708354,3.92584488582598,2.6873,1.3437,1.3437,0,0,0,15,18,0.0814,0.0032,0.0037,0.0031,1.3437,110,67,86,10,7,5995,5994,1,0.9998,0.0002,4528,3662,866,3825152,0.1409,0.8087,0.8087,0.2959,638.057,637.9399,1340,1340,0.3659,5,1,0,1,3,1,0,0,4,4,4,38,25,49,2,3,2,2,0.020408163265306,2,2
Closure,65,34.2014733935425,9.48701853000122,3.8677866094028,1.40927717124347,4.48952211401761,1.15498053916254,4.41148959227178,0.205817865539528,1.68004785528384,2.4093273828374,3.91322528983427,2.7822,1.3911,1.3911,1,1,0,31,20,0.1237,0.0022,0.0028,0.1062,1.3911,183,93,138,14,1,3726,3725,1,0.9997,0.0003,2531,1854,677,1590499,0.1687,0.7325,0.7325,0.0917,426.865,426.9173,232,232,0.1251,1,2,0,1,1,1,0,0,1,1,1,0,0,4,1,1,1,2,0.25,2,1
Closure,66,34.1994354100265,9.48560775486153,3.86736718108316,1.40902569794483,4.48958634477099,1.15516948137141,4.40997307695318,0.205973840525259,1.68021053091407,2.40877356797787,3.91209791817345,3.4308,1.7154,1.7154,16,1,15,32,20,0.1479,0.0012,0.0014,0.1954,1.7154,268,244,312,61,1,5975,5973,2,0.9997,0.0003,3402,2651,751,3579077,0.1761,0.7792,0.7792,0.2061,599.0087,598.9953,639,701,0.2644,2,1,2,1,1,1,2,0,0,2,2,1,0,42,2,3,2,2,0.023809523809524,2,2
Closure,67,34.2331636823101,9.49024211015254,3.86646549513099,1.40931059822973,4.49062334196183,1.1560779745876,4.40912634533723,0.206071466050748,1.68065083135437,2.40925769923123,3.91289384589245,3.6058,1.8029,1.8029,7,2,5,34,19,0.1529,0.0011,0.0016,0.1944,1.8029,282,307,324,69,1,135,134,1,0.9926,0.0074,3201,1811,1390,99867,0.2311,0.5658,0.5626,0.1849,739.7556,740.8582,592,582,0.3214,2,2,2,1,1,1,0,0,1,1,1,0,0,19,2,3,2,2,0.052631578947368,2,2
Closure,68,34.2585482699475,9.49697406575637,3.86666792133691,1.40978898937838,4.49354919937339,1.1566573088299,4.41120289304357,0.206173286641512,1.68141938765185,2.41106704797895,3.91786043392767,2.5536,1.2768,1.2768,7.6667,1,6.6667,13,15,0.1887,0.0097,0.0144,0.2263,1.2768,34,26,24,3,1,4596,4595,1,0.9998,0.0002,1255,981,274,1440555,0.2498,0.7817,0.7817,0.1705,313.4367,313.4583,214,214,0.2181,1,3,0,1,3,1,3,1,0,4,4,892,554,4,1,1,1,2,0.25,2,1
Closure,69,34.2722348015375,9.50089746964283,3.86607013257482,1.40962690392276,4.49513907944523,1.15745049762963,4.41171442765502,0.206005710246559,1.68222006123621,2.41208188540606,3.91957831854616,4.3618,2.1809,2.1809,13,1,12,34,17,0.1432,0.0008,0.0011,0.1817,2.1809,387,238,333,298,2,5976,5973,3,0.9995,0.0005,3464,2704,760,3617758,0.1748,0.7806,0.7806,0.2757,605.3812,605.2381,890.3333,955,0.3532,2,1,0,1,1,1,7,0,0,7,1,0,0,27,2,3,2,2,0.037037037037037,2,2
Closure,70,34.3361526753777,9.52366373222173,3.862944732447,1.40854507399076,4.49920667783312,1.15751509436482,4.42137126399823,0.204585961766295,1.68268115579595,2.41533756147425,3.92948601743406,4.1556,2.0778,2.0778,10,1,9,33,17,0.1405,0.0008,0.001,0.1708,2.0778,366,235,312,205,2,5960,5955,5,0.9992,0.0008,3506,2749,757,3607499,0.1726,0.7841,0.7841,0.2741,605.2851,605.0883,839.6,961,0.3496,1,2,2,1,1,1,0,0,1,1,1,0,0,90,2,3,2,2,0.011111111111111,2,2
Closure,71,33.8317988152239,9.41824248907234,3.86239174976873,1.4178061590587,4.41402140454066,1.12087543053751,4.39531805890069,0.204851824977648,1.66660263973171,2.38308905417179,3.88533626272471,4.1354,2.0677,2.0677,21,1,20,33,17,0.1667,0.0008,0.0011,0.2353,2.0677,354,219,316,292,1,5916,5914,2,0.9997,0.0003,3478,2725,753,3643804,0.1771,0.7835,0.7832,0.2576,615.9236,615.8426,855.5,895,0.3284,3,3,0,1,1,1,0,0,1,1,1,0,0,3,1,1,1,2,0.333333333333333,1,1
Closure,72,33.5791286907527,9.38139110195118,3.85275468734233,1.41747863024807,4.37533789448473,1.10854224860586,4.38994179050715,0.205355345225827,1.66420533832531,2.37661013295135,3.87253252308441,3.7148,1.8574,1.8574,2.5,0.5,2,34,19,0.1182,0.0009,0.0013,0.0684,1.8574,357,342,394,76,3,421,420,1,0.9976,0.0024,3435,2041,1394,267208,0.1848,0.5942,0.5913,0.2084,634.6983,634.5048,716,706,0.3459,3,1,2,2,2,2,2,0,1,3,2,0,0,13,2,3,2,2,0.076923076923077,2,2
Closure,73,33.7110670585215,9.41502600291776,3.86187535275849,1.42324223287883,4.39886987382424,1.10788426852016,4.39570912509303,0.204649291442147,1.66139815480095,2.37980237336083,3.88628597228157,2.7579,1.3789,1.3789,2,1,1,31,19,0.1093,0.0022,0.0028,0.0997,1.3789,182,93,137,16,2,3595,3594,1,0.9997,0.0003,2472,1827,645,1514440,0.1704,0.7391,0.7391,0.0922,421.2629,421.3166,228,228,0.1248,1,2,3,1,1,1,0,0,1,1,1,0,0,4,1,1,1,2,0.25,2,1
Closure,74,33.9200150769873,9.44286886331031,3.86839460537243,1.423316209161,4.41360537360462,1.12008752532571,4.40069947474576,0.206017562820783,1.6619923452204,2.38283657209761,3.88717812043502,3.3929,1.6965,1.6965,11,1,10,36,18,0.1488,0.0013,0.0018,0.1968,1.6965,240,252,267,51,1,171,168,3,0.9825,0.0175,3172,1788,1384,105784,0.195,0.5637,0.5621,0.1532,618.6199,622.4167,406,481,0.269,9,3,0,1,2,1,13,0,2,15,2,165,136,2,1,1,1,2,0.5,1,1
Closure,75,34.0601999385264,9.48015197758713,3.86604899933685,1.42289250668156,4.43769695728191,1.12766820448143,4.41156995169267,0.206876202226505,1.66723278124112,2.39253544432612,3.90189297184907,3.1313,1.5656,1.5656,1.5,1,0.5,34,20,0.1433,0.0014,0.0021,0.1253,1.5656,177,198,223,42,1,5757,5756,1,0.9998,0.0002,3030,2308,722,3043661,0.1745,0.7617,0.7614,0.1479,528.6887,528.7027,448,447,0.1937,5,3,2,1,2,1,3,0,1,4,3,62,46,2,1,1,1,2,0.5,1,1
